,0
8596,1
8597,1
8598,1
8599,2
8600,0
8601,0
8602,0
8603,2
8604,0
8605,2
8606,1
8607,0
8608,1
8609,2
8610,1
8611,1
8612,1
8613,1
8614,0
8615,1
8616,0
8617,1
8618,0
8619,1
8620,0
8621,0
8622,1
8623,2
8624,0
8625,2
8626,1
8627,1
8628,2
8629,2
8630,2
8631,1
8632,0
8633,1
8634,2
8635,2
8636,0
8637,0
8638,2
8639,1
8640,0
8641,2
8642,2
8643,1
8644,1
8645,1
8646,2
8647,0
8648,1
8649,1
8650,0
8651,2
8652,2
8653,0
8654,2
8655,0
8656,0
8657,0
8658,0
8659,1
8660,0
8661,0
8662,1
8663,1
8664,1
8665,0
8666,1
8667,1
8668,1
8669,1
8670,1
8671,1
8672,2
8673,2
8674,2
8675,2
8676,0
8677,1
8678,0
8679,0
8680,0
8681,2
8682,0
8683,0
8684,0
8685,0
8686,0
8687,2
8688,0
8689,0
8690,0
8691,0
8692,0
8693,2
8694,2
8695,1
8696,2
8697,1
8698,0
8699,0
8700,2
8701,0
8702,1
8703,1
8704,1
8705,1
8706,1
8707,0
8708,1
8709,0
8710,1
8711,1
8712,1
8713,2
8714,1
8715,0
8716,0
8717,0
8718,2
8719,0
8720,2
8721,0
8722,0
8723,1
8724,1
8725,1
8726,0
8727,0
8728,0
8729,0
8730,1
8731,2
8732,0
8733,0
8734,0
8735,0
8736,0
8737,0
8738,0
8739,0
8740,1
8741,0
8742,0
8743,1
8744,0
8745,1
8746,1
8747,0
8748,0
8749,0
8750,2
8751,2
8752,2
8753,2
8754,0
8755,0
8756,0
8757,2
8758,2
8759,1
8760,0
8761,0
8762,2
8763,0
8764,0
8765,0
8766,1
8767,2
8768,1
8769,1
8770,2
8771,2
8772,1
8773,2
8774,0
8775,2
8776,0
8777,2
8778,0
8779,0
8780,0
8781,2
8782,0
8783,0
8784,1
8785,2
8786,0
8787,1
8788,0
8789,2
8790,0
8791,1
8792,0
8793,2
8794,1
8795,0
8796,2
8797,2
8798,2
8799,0
8800,1
8801,2
8802,2
8803,1
8804,1
8805,1
8806,1
8807,0
8808,0
8809,0
8810,0
8811,0
8812,1
8813,2
8814,2
8815,1
8816,0
8817,1
8818,2
8819,2
8820,0
8821,0
8822,0
8823,2
8824,0
8825,1
8826,2
8827,2
8828,0
8829,0
8830,2
8831,0
8832,0
8833,0
8834,2
8835,0
8836,0
8837,0
8838,0
8839,0
8840,0
8841,0
8842,0
8843,1
8844,0
8845,0
8846,2
8847,0
8848,1
8849,0
8850,1
8851,1
8852,1
8853,2
8854,1
8855,0
8856,2
8857,1
8858,2
8859,2
8860,1
8861,1
8862,1
8863,2
8864,1
8865,1
8866,1
8867,1
8868,2
8869,2
8870,1
8871,1
8872,1
8873,1
8874,2
8875,0
8876,1
8877,1
8878,0
8879,0
8880,1
8881,1
8882,0
8883,2
8884,1
8885,1
8886,0
8887,0
8888,1
8889,1
8890,1
8891,0
8892,0
8893,2
8894,2
8895,0
8896,0
8897,0
8898,0
8899,1
8900,0
8901,0
8902,0
8903,0
8904,0
8905,0
8906,0
8907,0
8908,1
8909,1
8910,1
8911,2
8912,1
8913,1
8914,1
8915,2
8916,1
8917,2
8918,0
8919,2
8920,2
8921,1
8922,1
8923,1
8924,1
8925,1
8926,1
8927,2
8928,1
8929,1
8930,0
8931,1
8932,1
8933,2
8934,1
8935,1
8936,0
8937,2
8938,2
8939,0
8940,2
8941,0
8942,0
8943,1
8944,2
8945,2
8946,0
8947,0
8948,0
8949,0
8950,0
8951,0
8952,2
8953,0
8954,0
8955,0
8956,2
8957,1
8958,0
8959,1
8960,1
8961,1
8962,0
8963,2
8964,1
8965,2
8966,1
8967,1
8968,0
8969,0
8970,0
8971,0
8972,0
8973,0
8974,2
8975,2
8976,0
8977,1
8978,0
8979,1
8980,2
8981,2
8982,1
8983,0
8984,1
8985,1
8986,0
8987,2
8988,2
8989,2
8990,2
8991,2
8992,1
8993,1
8994,1
8995,1
8996,2
8997,1
8998,2
8999,2
9000,1
9001,1
9002,1
9003,2
9004,1
9005,0
9006,0
9007,2
9008,1
9009,1
9010,0
9011,0
9012,0
9013,2
9014,0
9015,1
9016,1
9017,2
9018,1
9019,1
9020,0
9021,2
9022,2
9023,2
9024,1
9025,2
9026,0
9027,2
9028,1
9029,1
9030,2
9031,1
9032,1
9033,1
9034,1
9035,1
9036,0
9037,1
9038,2
9039,2
9040,1
9041,2
9042,1
9043,1
9044,1
9045,0
9046,1
9047,0
9048,1
9049,1
9050,1
9051,1
9052,2
9053,0
9054,0
9055,0
9056,0
9057,0
9058,2
9059,2
9060,1
9061,1
9062,1
9063,1
9064,0
9065,0
9066,1
9067,2
9068,0
9069,0
9070,2
9071,2
9072,2
9073,2
9074,1
9075,1
9076,2
9077,2
9078,2
9079,2
9080,0
9081,0
9082,1
9083,1
9084,0
9085,0
9086,0
9087,0
9088,1
9089,1
9090,1
9091,1
9092,1
9093,1
9094,1
9095,2
9096,2
9097,1
9098,1
9099,1
9100,1
9101,0
9102,0
9103,1
9104,0
9105,0
9106,2
9107,1
9108,1
9109,0
9110,0
9111,1
9112,2
9113,2
9114,1
9115,2
9116,1
9117,1
9118,2
9119,2
9120,1
9121,0
9122,2
9123,2
9124,2
9125,1
9126,0
9127,0
9128,0
9129,1
9130,1
9131,0
9132,0
9133,1
9134,2
9135,1
9136,0
9137,2
9138,0
9139,0
9140,2
9141,2
9142,2
9143,1
9144,1
9145,2
9146,0
9147,0
9148,0
9149,2
9150,0
9151,2
9152,0
9153,2
9154,0
9155,1
9156,0
9157,1
9158,1
9159,1
9160,1
9161,1
9162,0
9163,1
9164,1
9165,0
9166,0
9167,1
9168,1
9169,0
9170,1
9171,2
9172,0
9173,0
9174,0
9175,1
9176,1
9177,1
9178,1
9179,1
9180,1
9181,0
9182,2
9183,2
9184,0
9185,2
9186,2
9187,1
9188,2
9189,2
9190,1
9191,0
9192,0
9193,0
9194,0
9195,2
9196,1
9197,0
9198,1
9199,2
